1, 0.489633
2, 0.508720
3, 0.553418
4, 0.578776
5, 0.600190
6, 0.603242
7, 0.624351
8, 0.654026
9, 0.664234
10, 0.644783
11, 0.651704
12, 0.644700
13, 0.646745
14, 0.668638
15, 0.665708
16, 0.656976
17, 0.664355
18, 0.674921
19, 0.657874
20, 0.673047
21, 0.665233
22, 0.669934
23, 0.665863
24, 0.654053
25, 0.656313
26, 0.670963
27, 0.655757
28, 0.664355
29, 0.677426
30, 0.675512
31, 0.670602
32, 0.666667
33, 0.654490
34, 0.666955
35, 0.675462
36, 0.680975
37, 0.677045
38, 0.669532
39, 0.678134
40, 0.682144
41, 0.667791
42, 0.674626
43, 0.693578
44, 0.689093
45, 0.659728
46, 0.652696
47, 0.678844
48, 0.689823
49, 0.687008
50, 0.682876
51, 0.675070
52, 0.694905
53, 0.667731
54, 0.683608
55, 0.656720
56, 0.678744
57, 0.695207
58, 0.673718
59, 0.676333
60, 0.674949
61, 0.681143
62, 0.670709
63, 0.676264
64, 0.677882
65, 0.681990
66, 0.685882
67, 0.683376
68, 0.680694
69, 0.690958
70, 0.679996
71, 0.688769
72, 0.675708
73, 0.669030
74, 0.666557
75, 0.678018
76, 0.672814
77, 0.667027
78, 0.674146
79, 0.646682
80, 0.671443
81, 0.674657
82, 0.683225
83, 0.675461
84, 0.663680
85, 0.674905
86, 0.675141
87, 0.686215
88, 0.659676
89, 0.672430
90, 0.660765
91, 0.669021
92, 0.656399
93, 0.674523
94, 0.657366
95, 0.690453
96, 0.667777
97, 0.679312
98, 0.668351
99, 0.660621
100, 0.655498
101, 0.670107
102, 0.660557
103, 0.671071
104, 0.668458
105, 0.680764
106, 0.672923
107, 0.669161
108, 0.662159
109, 0.664531
110, 0.689023
111, 0.671897
112, 0.670790
113, 0.678978
114, 0.669326
115, 0.683993
116, 0.677057
117, 0.663034
118, 0.681541
119, 0.692147
120, 0.672999
121, 0.672551
122, 0.668447
123, 0.670702
124, 0.686839
125, 0.677062
126, 0.658006
127, 0.665419
128, 0.672955
129, 0.666741
130, 0.675340
131, 0.679547
132, 0.678231
