1, 0.517133
10, 0.533406
20, 0.567715
30, 0.583179
40, 0.605694
50, 0.617984
60, 0.633216
70, 0.633819
80, 0.642099
90, 0.642577
100, 0.650815
110, 0.664830
120, 0.652441
130, 0.677804
140, 0.684641
150, 0.677949
160, 0.674656
170, 0.683228
180, 0.658683
190, 0.680640
200, 0.678690
210, 0.670018
220, 0.677401
230, 0.678285
240, 0.682959
250, 0.677699
260, 0.674474
270, 0.689076
280, 0.684483
290, 0.683620
300, 0.695113
310, 0.684440
320, 0.689743
330, 0.667381
340, 0.681110
350, 0.714761
360, 0.705210
370, 0.693986
380, 0.683529
390, 0.681598
400, 0.695324
410, 0.687459
420, 0.672469
430, 0.683657
440, 0.691829
450, 0.679232
460, 0.698204
470, 0.673235
480, 0.678094
490, 0.688760
500, 0.694444
510, 0.685749
520, 0.690343
530, 0.695508
540, 0.688778
550, 0.695774
560, 0.673976
570, 0.680082
580, 0.697276
590, 0.676823
600, 0.696227
610, 0.712607
620, 0.698028
630, 0.689604
640, 0.703802
650, 0.707912
660, 0.694493
670, 0.693384
680, 0.688416
690, 0.692162
700, 0.709548
710, 0.677504
720, 0.703308
730, 0.717825
740, 0.703182
750, 0.702183
760, 0.707173
770, 0.688187
780, 0.708841
790, 0.703573
800, 0.693366
810, 0.702252
820, 0.707461
830, 0.705197
840, 0.698357
850, 0.700824
860, 0.710252
870, 0.704988
880, 0.708342
890, 0.709500
900, 0.709309
910, 0.709634
920, 0.698753
930, 0.706274
940, 0.731390
950, 0.723378
960, 0.711213
970, 0.705027
980, 0.709702
990, 0.715794
1000, 0.706779
1010, 0.693106
1020, 0.709319
1030, 0.706615
1040, 0.718224
1050, 0.719548
1060, 0.698974
1070, 0.710359
1080, 0.714934
1090, 0.710393
1100, 0.708713
1110, 0.713984
1120, 0.720141
1130, 0.707877
1140, 0.716355
1150, 0.703859
1160, 0.709557
1170, 0.724158
1180, 0.709000
1190, 0.718863
1200, 0.735886
1210, 0.721578
1220, 0.715422
1230, 0.732770
1240, 0.723805
1250, 0.718620
1260, 0.713067
1270, 0.711542
1280, 0.715308
1290, 0.734068
1300, 0.705486
1310, 0.724580
1320, 0.740695
1330, 0.722538
1340, 0.720812
1350, 0.731540
1360, 0.710633
1370, 0.729203
1380, 0.731423
1390, 0.719718
1400, 0.729670
1410, 0.731849
1420, 0.725770
1430, 0.721867
1440, 0.729668
1450, 0.735126
1460, 0.725953
1470, 0.738401
1480, 0.730148
1490, 0.742691
1500, 0.731415
1510, 0.727731
1520, 0.727488
1530, 0.745378
1540, 0.738117
1550, 0.734557
1560, 0.726631
1570, 0.729514
1580, 0.736264
1590, 0.730735
1600, 0.722504
1610, 0.737938
1620, 0.719511
1630, 0.742726
1640, 0.743971
1650, 0.718781
1660, 0.731373
1670, 0.741425
1680, 0.728665
1690, 0.736293
1700, 0.737203
1710, 0.744049
1720, 0.733077
1730, 0.735038
1740, 0.726970
1750, 0.733704
1760, 0.747591
1770, 0.738536
1780, 0.743357
1790, 0.754161
1800, 0.737819
1810, 0.742623
1820, 0.761014
1830, 0.740379
1840, 0.752621
1850, 0.739311
1860, 0.740657
1870, 0.738243
1880, 0.751782
1890, 0.737494
1900, 0.748079
1910, 0.764126
1920, 0.754358
1930, 0.746440
1940, 0.760021
1950, 0.741294
1960, 0.759146
1970, 0.753110
1980, 0.736939
1990, 0.757438
2000, 0.764365
2010, 0.745511
2020, 0.749943
2030, 0.755259
2040, 0.768403
2050, 0.755213
2060, 0.773361
2070, 0.766172
2080, 0.770584
2090, 0.762085
2100, 0.766410
2110, 0.753329
2120, 0.768561
2130, 0.764968
2140, 0.761366
2150, 0.757754
2160, 0.762464
2170, 0.767830
2180, 0.760985
2190, 0.757551
2200, 0.765137
2210, 0.749528
2220, 0.769584
2230, 0.775064
2240, 0.755480
2250, 0.765443
2260, 0.776464
2270, 0.752746
2280, 0.763982
2290, 0.759578
2300, 0.765680
2310, 0.750706
2320, 0.766210
2330, 0.763087
2340, 0.772475
2350, 0.773046
2360, 0.778486
2370, 0.770038
2380, 0.784728
2390, 0.774942
2400, 0.766482
2410, 0.783223
2420, 0.772165
2430, 0.783060
2440, 0.765664
2450, 0.761924
2460, 0.773593
2470, 0.767120
2480, 0.768898
2490, 0.777592
2500, 0.788677
2510, 0.781921
2520, 0.775273
2530, 0.780169
2540, 0.769409
2550, 0.781359
2560, 0.779363
2570, 0.766759
2580, 0.780539
2590, 0.802450
2600, 0.780830
2610, 0.779502
2620, 0.786380
2630, 0.806611
2640, 0.782514
2650, 0.806142
2660, 0.789127
2670, 0.800493
2680, 0.778309
2690, 0.794003
2700, 0.780185
2710, 0.792331
2720, 0.782335
2730, 0.783384
2740, 0.780000
2750, 0.785507
2760, 0.792717
2770, 0.779311
2780, 0.778303
2790, 0.786542
2800, 0.774653
2810, 0.790906
2820, 0.802360
2830, 0.781219
2840, 0.783698
2850, 0.794195
2860, 0.770913
2870, 0.784309
2880, 0.792296
2890, 0.792279
2900, 0.775794
2910, 0.787391
2920, 0.776954
2930, 0.796055
2940, 0.796836
2950, 0.801337
2960, 0.792018
2970, 0.804743
2980, 0.794780
2990, 0.787575
3000, 0.800483
3010, 0.790328
3020, 0.803624
3030, 0.783488
3040, 0.780405
3050, 0.784219
3060, 0.785915
3070, 0.796477
3080, 0.804767
3090, 0.810314
3100, 0.807458
3110, 0.791647
3120, 0.805274
3130, 0.791623
3140, 0.795841
3150, 0.794772
3160, 0.786061
3170, 0.798973
3180, 0.820267
3190, 0.796765
3200, 0.803584
3210, 0.808935
3220, 0.821064
3230, 0.800829
3240, 0.819211
3250, 0.811312
3260, 0.816512
3270, 0.794310
3280, 0.811012
3290, 0.807041
3300, 0.799080
3310, 0.791133
3320, 0.798165
3330, 0.799358
3340, 0.800689
3350, 0.805969
3360, 0.796423
3370, 0.800207
3380, 0.802507
3390, 0.786326
3400, 0.803982
3410, 0.818881
3420, 0.800925
3430, 0.799512
3440, 0.813193
3450, 0.783904
3460, 0.802329
3470, 0.800528
3480, 0.808735
3490, 0.789468
3500, 0.796683
3510, 0.792970
3520, 0.808072
3530, 0.813489
3540, 0.814861
3550, 0.805249
3560, 0.818558
3570, 0.808469
3580, 0.798640
3590, 0.819674
3600, 0.806561
3610, 0.815026
3620, 0.799235
3630, 0.794239
3640, 0.793477
3650, 0.795096
3660, 0.798692
3670, 0.818465
3680, 0.822646
3690, 0.813032
3700, 0.811224
3710, 0.817616
3720, 0.815111
3730, 0.801611
3740, 0.808013
3750, 0.801202
3760, 0.807140
3770, 0.834076
3780, 0.811274
3790, 0.811002
3800, 0.821297
3810, 0.836751
3820, 0.813731
3830, 0.836092
3840, 0.822845
3850, 0.828498
3860, 0.805089
3870, 0.821973
3880, 0.811216
3890, 0.808862
3900, 0.803131
3910, 0.809174
3920, 0.811872
3930, 0.814041
3940, 0.823529
3950, 0.809781
3960, 0.813696
3970, 0.817289
3980, 0.795220
3990, 0.813877
4000, 0.832529
4010, 0.810879
4020, 0.813097
4030, 0.826596
4040, 0.791614
4050, 0.810241
4060, 0.823113
4070, 0.819396
4080, 0.800881
4090, 0.810171
4100, 0.808556
4110, 0.817254
4120, 0.818247
4130, 0.821390
4140, 0.820776
4150, 0.828021
4160, 0.821114
4170, 0.804749
4180, 0.826554
4190, 0.817232
4200, 0.831111
4210, 0.807217
4220, 0.804357
4230, 0.803893
4240, 0.807734
4250, 0.816910
4260, 0.826930
4270, 0.834305
4280, 0.827321
4290, 0.815852
4300, 0.827004
4310, 0.822515
4320, 0.813698
4330, 0.814176
4340, 0.810911
4350, 0.820091
4360, 0.844432
4370, 0.815793
4380, 0.816823
4390, 0.825417
4400, 0.841457
4410, 0.822831
4420, 0.844152
4430, 0.833937
4440, 0.839140
4450, 0.814868
4460, 0.833564
4470, 0.822275
4480, 0.821090
4490, 0.814671
4500, 0.816616
4510, 0.822139
4520, 0.821256
4530, 0.828485
4540, 0.811989
4550, 0.819345
4560, 0.823557
4570, 0.801779
4580, 0.822241
4590, 0.843920
4600, 0.821034
4610, 0.823604
4620, 0.838311
4630, 0.801648
4640, 0.819031
4650, 0.827652
4660, 0.826433
4670, 0.807662
4680, 0.819562
4690, 0.815113
4700, 0.827797
4710, 0.823124
4720, 0.843619
4730, 0.820886
4740, 0.831502
4750, 0.825522
4760, 0.815237
4770, 0.831986
4780, 0.824044
4790, 0.839255
4800, 0.816730
4810, 0.813236
4820, 0.815886
4830, 0.816699
4840, 0.823553
4850, 0.828600
4860, 0.844283
4870, 0.834110
4880, 0.823327
4890, 0.839768
4900, 0.828647
4910, 0.817509
4920, 0.825020
4930, 0.820042
4940, 0.822774
4950, 0.850780
4960, 0.828398
4970, 0.828578
4980, 0.828454
4990, 0.847619
5000, 0.838498
5010, 0.850142
5020, 0.842504
5030, 0.847317
5040, 0.824314
5050, 0.838856
5060, 0.829497
5070, 0.826176
5080, 0.828953
5090, 0.823955
5100, 0.828128
5110, 0.829224
5120, 0.833226
5130, 0.825900
5140, 0.824764
5150, 0.826987
5160, 0.810339
5170, 0.828837
5180, 0.850385
5190, 0.821938
5200, 0.827956
5210, 0.836623
5220, 0.809675
5230, 0.827931
5240, 0.835462
